W,Size a,Size b,Type,instances,algorithm,alg mode,initial solution,Obj F,opt time [ms],initial sol [ms],iteration [ms],multipliers [ms],red costs [ms],base changes [ms],step 1 [ms],step 2 [ms],base changes,iterations,init sol improvement [%]
28,128,128,128,LogGRF,10041006,ts,4111,3005925603314,82201,590,81164,7290,31390,42458,35038,7408,4831558,14102,0.8637
28,128,128,128,LogGRF,10041007,ts,4111,1102669644406,112441,556,111439,11721,51364,48312,36206,12089,7122705,23216,2.2016
28,128,128,128,LogGRF,10041008,ts,4111,2370604195824,149288,547,148296,14953,65160,68129,53610,14495,8575029,29252,1.2029
28,128,128,128,LogGRF,10041009,ts,4111,3840998179204,131828,579,130803,13989,61971,54792,44448,10322,7085717,28834,0.7429
28,128,128,128,LogGRF,10041010,ts,4111,8205136957673,62388,532,61407,6115,27813,27455,22041,5404,4345990,12511,0.2751
28,128,128,128,LogGRF,10051001,ts,4111,1175720628903,107691,526,106719,10599,46475,49604,38591,10996,7052473,21132,4.2289
28,128,128,128,LogGRF,10051002,ts,4111,5385919602205,92837,527,91860,10102,45667,36051,28084,7949,5940255,20756,0.6588
28,128,128,128,LogGRF,10051003,ts,4111,462943895443,182693,528,181717,18836,79749,83064,65064,17968,10748722,36795,9.7251
28,128,128,128,LogGRF,10051007,ts,4111,1774001632305,95388,528,94413,9975,44878,39524,30016,9492,6213531,20263,1.7314
28,128,128,128,LogGRF,10051008,ts,4111,1447370410449,121634,526,120660,12278,53959,54378,38834,15525,9488188,23932,2.868
28,128,128,128,LogGRF,10051010,ts,4111,4768401120414,76641,523,75672,8456,37758,29426,22615,6797,4471388,17583,0.6848
28,128,128,128,LogGRF,10061001,ts,4111,478632133878,60610,528,59634,6362,28293,24955,18051,6895,4128170,12969,9.2291
28,128,128,128,LogGRF,10061002,ts,4111,3628132347230,48210,530,47233,4948,23596,18669,13573,5089,3713064,10527,0.7961
28,128,128,128,LogGRF,10061003,ts,4111,745192657576,129385,525,128410,12536,55118,60709,47044,13645,8121853,24879,5.3429
28,128,128,128,LogGRF,10061005,ts,4111,1164288816513,74427,531,73450,7509,31181,34736,27377,7347,5264606,13496,3.5266
28,128,128,128,LogGRF,10061007,ts,4111,2203595227702,64950,528,63974,6420,29504,28025,20680,7334,4689077,13316,1.3796
28,128,128,128,LogGRF,10061008,ts,4111,1192888862676,141008,529,140031,14652,63698,61627,44980,16623,9258537,29230,3.1566
28,128,128,128,LogGRF,10061010,ts,4111,1689821130579,79291,525,78319,8461,35904,33923,26620,7288,4077006,17038,1.739
28,128,128,128,LogGRF,10071001,ts,4111,1617025797166,72409,532,71430,7672,33747,29982,22634,7335,4775315,15788,2.1419
28,128,128,128,LogGRF,10071003,ts,4111,2612049691988,127559,524,126589,12942,57337,56261,43462,12777,7860405,26347,1.3356
28,128,128,128,LogGRF,10071008,ts,4111,780001179008,118049,528,117075,12613,54101,50316,37076,13221,7037260,24659,4.218
28,128,128,128,LogGRF,10071010,ts,4111,6072752152283,77113,526,76139,8165,36980,30963,24285,6663,4310702,17066,0.3711
28,128,128,128,LogGRF,10081001,ts,4111,450889415988,183779,529,182801,18718,79303,84712,62273,22409,12880619,36068,10.2705
28,128,128,128,LogGRF,10081003,ts,4111,1894143100488,222154,525,221181,23189,102183,95726,70883,24805,15710812,44891,2.5596
28,128,128,128,LogGRF,10081010,ts,4111,4182374670341,183823,524,182853,17669,80563,84555,67718,16809,10780617,36514,0.7604
28,128,128,128,LogGRF,10091001,ts,4111,1031072969272,83894,527,82920,9287,40155,33445,24507,8923,5326427,18755,4.1338
28,128,128,128,LogGRF,10091002,ts,4111,829202400714,113174,527,112199,12498,53218,46439,33117,13305,8764114,22525,4.0254
28,128,128,128,LogGRF,10091003,ts,4111,3079408876288,141029,529,140054,15724,68275,55996,41697,14275,8686426,31478,1.3456
28,128,128,128,LogGRF,10091005,ts,4111,3013152434899,48415,524,47440,4750,20587,22086,16532,5547,4215542,8921,1.279
28,128,128,128,LogGRF,10091006,ts,4111,1600056716678,67326,527,66351,7363,32020,26941,19226,7704,4737345,14119,2.1542
28,128,128,128,LogGRF,10091007,ts,4111,1245356581372,83160,528,82187,9064,38833,34256,26133,8108,4946957,18080,2.4522
28,128,128,128,LogGRF,10091008,ts,4111,662454238482,181803,526,180828,19901,84583,76272,56518,19722,10734801,39726,6.0961
28,128,128,128,LogGRF,10091010,ts,4111,3177687170687,111395,529,110417,11913,51807,46653,35833,10800,6083585,24132,0.8144
28,128,128,128,LogGRF,10101001,ts,4111,2776809343133,91616,537,90630,9885,45984,34721,25357,9346,5711840,21310,1.181
28,128,128,128,LogGRF,10101003,ts,4111,3392128493789,98272,528,97299,9712,43626,43923,35568,8339,5555443,20433,1.0127
28,128,128,128,LogitGRF,10021001,ts,4111,646692784149,82606,538,81620,8295,35417,37879,27967,9900,5959195,15171,6.9578
28,128,128,128,LogitGRF,10021003,ts,4111,377916299579,117304,549,116309,12426,54477,49360,35514,13826,7463516,24721,11.874
28,128,128,128,LogitGRF,10021007,ts,4111,498595050530,149829,568,148815,15421,65979,67359,50521,16815,9694936,29277,8.8781
28,128,128,128,LogitGRF,10021008,ts,4111,455445077846,165265,539,164282,18268,77573,68376,50947,17399,8885305,35898,10.0382
28,128,128,128,LogitGRF,10021010,ts,4111,408594548595,153816,567,152800,16344,71366,65030,48503,16501,8931692,32289,10.1
28,128,128,128,LogitGRF,10031001,ts,4111,166651278222,94088,538,93104,10126,43717,39226,28666,10544,5127968,19215,26.1219
28,128,128,128,LogitGRF,10041001,ts,4111,343140513862,108396,551,107397,12088,50099,45171,32569,12585,7140889,20875,11.3825
28,128,128,128,LogitGRF,10041002,ts,4111,316950256157,82807,553,81810,7950,35613,38218,27111,11095,7274730,14955,13.6671
28,128,128,128,LogitGRF,10041003,ts,4111,202630576614,108425,545,107429,11027,48886,47476,33480,13979,8005840,20743,23.069
28,128,128,128,LogitGRF,10041005,ts,4111,256899337969,94271,633,93194,9198,41543,42418,31018,11386,6535432,18126,15.0745
28,128,128,128,LogitGRF,10041006,ts,4111,285728497815,84094,626,83023,8294,37181,37519,26340,11167,6937727,15761,15.2657
28,128,128,128,LogitGRF,10041007,ts,4111,304812520837,128502,544,127507,12579,56084,58797,43898,14879,8569397,24163,13.542
28,128,128,128,LogitGRF,10041008,ts,4111,381740237387,125904,548,124910,13166,55388,56311,41166,15128,8781928,23283,10.4185
28,128,128,128,LogitGRF,10041009,ts,4111,427741174735,127336,659,126138,12401,53024,60675,43824,16834,9476144,21612,10.0736
28,128,128,128,LogitGRF,10041010,ts,4111,318636737524,128092,548,127097,12474,56496,58082,41868,16195,10473870,23712,14.5706
28,128,128,128,LogitGRF,10051001,ts,4111,167128280223,69931,564,68919,7427,33517,27947,19846,8090,4536640,15162,22.9595
28,128,128,128,LogitGRF,10051002,ts,4111,455874099848,78667,543,77676,8060,34850,34738,25508,9218,5417770,15268,9.8069
28,128,128,128,LogitGRF,10051003,ts,4111,193428804081,112707,542,111715,11497,49631,50545,36959,13570,7010551,22097,21.1828
28,128,128,128,LogitGRF,10051007,ts,4111,550133035678,182725,555,181722,18323,79810,83522,64812,18680,11046537,35726,7.5181
28,128,128,128,LogitGRF,10051008,ts,4111,930708278090,138794,550,137795,14272,60421,63050,47108,15919,8813106,27067,4.5174
28,128,128,128,LogitGRF,10051010,ts,4111,494207401725,173391,546,172398,18187,78091,76053,57929,18095,10145904,35538,8.6477
28,128,128,128,LogitGRF,10061001,ts,4111,237850771633,75170,553,74170,7543,34831,31767,23371,8384,5183750,15183,19.8113
28,128,128,128,LogitGRF,10061002,ts,4111,445889962466,86391,553,85392,9153,41519,34686,25015,9655,5938004,18551,10.7455
28,128,128,128,LogitGRF,10061003,ts,4111,160070673577,83021,570,82003,8404,39212,34355,24756,9584,5484507,17344,29.9339
28,128,128,128,LogitGRF,10061005,ts,4111,236462873314,86466,558,85460,8614,39195,37619,27288,10316,6022583,17226,19.6516
28,128,128,128,LogitGRF,10061007,ts,4111,377682144672,145578,542,144589,15191,67072,62269,46396,15849,9815044,29236,12.4886
28,128,128,128,LogitGRF,10061008,ts,4111,707318940580,126943,559,125937,13499,59853,52535,37926,14587,8369181,26748,6.3332
28,128,128,128,LogitGRF,10061010,ts,4111,252932783483,155553,561,154543,16615,73329,64539,47822,16690,9341090,32337,20.077
28,128,128,128,LogitGRF,10071001,ts,4111,458636581613,171734,575,170712,16488,73740,80423,62399,17998,11806331,32142,9.8349
28,128,128,128,LogitGRF,10071003,ts,4111,236505390215,146153,550,145152,15136,66648,63312,47659,15631,9635871,29164,18.1863
28,128,128,128,LogitGRF,10071008,ts,4111,305916851758,102386,540,101398,10282,45178,45899,33763,12119,7020089,19797,13.8879
28,128,128,128,LogitGRF,10071010,ts,4111,157249187831,139463,546,138466,14233,65860,58318,43017,15278,9432466,28828,30.54
28,128,128,128,LogitGRF,10081001,ts,4111,930486421847,115149,552,114145,11760,51221,51121,37725,13378,7393379,22934,4.3108
28,128,128,128,LogitGRF,10081003,ts,4111,543477720803,72200,609,71144,7354,31800,31964,22766,9187,5171397,13598,8.1964
28,128,128,128,LogitGRF,10081010,ts,4111,293994056357,77502,553,76504,7689,34361,34426,24365,10049,6388086,14803,15.4849
28,128,128,128,LogitGRF,10091001,ts,4111,467608427609,101597,561,100587,10573,47362,42613,31703,10892,6772801,20873,9.6046
28,128,128,128,LogitGRF,10091002,ts,4111,898616147102,123216,554,122215,13442,58315,50407,38928,11457,6600012,26868,5.4649
28,128,128,128,LogitGRF,10091003,ts,4111,361494892775,65564,545,64573,6274,28832,29443,22022,7410,4801828,12592,12.9864
28,128,128,128,LogitGRF,10091005,ts,4111,598846612704,121117,559,120111,12035,54998,53034,40076,12939,8091321,24013,7.353
28,128,128,128,LogitGRF,10091006,ts,4111,381430749834,85495,556,84493,8258,37999,38206,28334,9858,6799368,16119,12.746
28,128,128,128,LogitGRF,10091007,ts,4111,366207426836,239689,546,238696,24561,113565,100476,79870,20563,13541603,50638,12.9652
28,128,128,128,LogitGRF,10091008,ts,4111,562956797830,107130,548,106133,11215,50529,44346,34725,9602,5561115,23277,7.5411
28,128,128,128,LogitGRF,10091010,ts,4111,303211858315,206205,544,205213,22923,104811,77389,60048,17301,9394987,48735,16.126
28,128,128,128,LogitGRF,10101001,ts,4111,501999468484,139211,546,138219,14554,65231,58379,44531,13824,8041551,29074,8.7405
28,128,128,128,LogitGRF,10101003,ts,4111,220215517724,113215,577,112188,11687,52536,47921,35502,12400,6828925,23620,19.0701
28,128,128,128,MicroscopyImages,10021001,ts,4111,83773435957,446340,167,446036,2355,432228,11305,7827,3473,1451304,5325,46.2916
28,128,128,128,MicroscopyImages,10021003,ts,4111,410914503012,851974,213,851587,3991,825457,21856,14710,7139,3423140,7831,11.862
28,128,128,128,MicroscopyImages,10021007,ts,4111,1551430988866,891431,160,891142,5006,861240,24823,17485,7327,3718003,11519,1.8738
28,128,128,128,MicroscopyImages,10021008,ts,4111,1312958507313,2192144,286,2191628,9203,2139692,42444,29961,12468,5175620,15609,2.4684
28,128,128,128,MicroscopyImages,10021010,ts,4111,503067543801,1783745,275,1783238,7727,1745519,29665,21245,8408,3554979,13709,7.9084
28,128,128,128,MicroscopyImages,10031001,ts,4111,378463738169,969356,107,969162,2306,954180,12431,8570,3855,2094901,7400,12.5476
28,128,128,128,MicroscopyImages,10041001,ts,4111,281250936243,362079,190,361734,3885,342722,15088,10466,4615,3049838,7921,16.5393
28,128,128,128,MicroscopyImages,10041002,ts,4111,306025227824,955701,369,955036,7480,918257,29147,20070,9067,5018118,11198,15.35
28,128,128,128,MicroscopyImages,10041003,ts,4111,38315833128,446911,263,446448,4237,429020,13086,9314,3765,1494963,7587,86.8617
28,128,128,128,MicroscopyImages,10041005,ts,4111,1090217051973,697859,209,697485,7180,669030,21233,15518,5702,2983121,14126,2.4599
28,128,128,128,MicroscopyImages,10041006,ts,4111,793799305521,1739911,398,1739210,13206,1684358,41400,30154,11229,4904419,19460,3.6273
28,128,128,128,MicroscopyImages,10041007,ts,4111,1450098462466,739444,182,739114,8549,706756,23746,17464,6267,4266514,17510,1.8991
28,128,128,128,MicroscopyImages,10041008,ts,4111,1270446903989,1357013,318,1356402,11463,1310155,34670,25152,9503,5299098,17689,2.2927
28,128,128,128,MicroscopyImages,10041009,ts,4111,1260762055258,434028,114,433815,5808,407963,20014,15100,4902,3435980,13950,2.8801
28,128,128,128,MicroscopyImages,10041010,ts,4111,899902977473,938765,297,938194,8102,900736,29265,20667,8587,4697197,13134,4.2606
28,128,128,128,MicroscopyImages,10051001,ts,4111,1120162886700,1310119,98,1309945,2628,1290765,16359,11351,5000,2157632,9164,2.5265
28,128,128,128,MicroscopyImages,10051002,ts,4111,1144312909977,1314020,182,1313684,6787,1275750,31043,21674,9355,4022387,14857,2.5706
28,128,128,128,MicroscopyImages,10051003,ts,4111,1262750197649,1529197,135,1528947,3507,1507388,17863,12553,5300,2009643,10307,2.0217
28,128,128,128,MicroscopyImages,10051007,ts,4111,1534066655511,524446,92,524280,1082,516492,6557,4548,2006,1003085,3932,1.1406
28,128,128,128,MicroscopyImages,10051008,ts,4111,1450485404758,627048,162,626742,2324,613662,10670,7558,3107,1649598,5551,1.328
28,128,128,128,MicroscopyImages,10051010,ts,4111,1541378769962,1638227,151,1637940,4790,1602053,30564,21259,9293,3487944,12148,1.6099
28,128,128,128,MicroscopyImages,10061001,ts,4111,796771338714,941462,172,941150,5721,914030,21306,15085,6209,3369243,12685,4.1208
28,128,128,128,MicroscopyImages,10061002,ts,4111,793131673653,3086175,325,3085587,13488,3014409,57443,40423,16999,7054309,21690,4.3858
28,128,128,128,MicroscopyImages,10061003,ts,4111,970881727787,1407835,218,1407439,7694,1373081,26512,18778,7719,3210038,14907,3.0408
28,128,128,128,MicroscopyImages,10061005,ts,4111,77823368296,470042,187,469706,2756,457768,9096,6442,2649,1042880,5807,27.2676
28,128,128,128,MicroscopyImages,10061007,ts,4111,1201856875277,530325,164,530029,3368,514141,12441,8989,3446,1822663,7527,1.7463
28,128,128,128,MicroscopyImages,10061008,ts,4111,1103811079698,1250241,289,1249715,5880,1220336,23284,16593,6682,3053141,9781,2.0623
28,128,128,128,MicroscopyImages,10061010,ts,4111,1186573733684,1995095,269,1994612,9629,1940421,44374,31054,13305,6258525,16958,2.5311
28,128,128,128,MicroscopyImages,10071001,ts,4111,1636341974029,929074,81,928928,1589,914852,12127,8340,3781,1628331,6381,1.7597
28,128,128,128,MicroscopyImages,10071003,ts,4111,1567077181260,1257548,116,1257334,3128,1237156,16915,11826,5080,2527597,10152,1.716
28,128,128,128,MicroscopyImages,10071008,ts,4111,49251612631,384082,145,383813,1508,374782,7358,5081,2272,846767,3853,40.9396
28,128,128,128,MicroscopyImages,10071010,ts,4111,1757475306099,1372660,137,1372405,4312,1336002,31718,22436,9271,3527193,11529,1.7665
28,128,128,128,MicroscopyImages,10081001,ts,4111,1415673746620,1168766,139,1168513,4526,1146357,17533,12598,4924,2689586,11797,2.2174
28,128,128,128,MicroscopyImages,10081003,ts,4111,1386764985483,1805625,173,1805310,6317,1776624,22253,15914,6327,3976925,14405,2.0995
28,128,128,128,MicroscopyImages,10081010,ts,4111,1482109563330,3009654,212,3009268,9275,2950686,48949,34711,14219,5862342,18811,2.1986
28,128,128,128,MicroscopyImages,10091001,ts,4111,1315762937853,906732,60,906617,1811,890183,14379,10132,4239,2093064,8347,2.8202
28,128,128,128,MicroscopyImages,10091002,ts,4111,928264085734,691157,111,690942,4556,665096,21218,15530,5678,3326377,12292,4.1304
28,128,128,128,MicroscopyImages,10091003,ts,4111,1296841636076,596569,77,596422,1732,583000,11610,8013,3591,1763879,6418,2.7062
28,128,128,128,MicroscopyImages,10091005,ts,4111,2407968601845,787013,66,786888,1922,770551,14208,10040,4161,1938433,8200,0.9991
28,128,128,128,MicroscopyImages,10091006,ts,4111,1993411461761,609792,115,609571,4573,583828,21120,14990,6119,3604172,12014,1.3585
28,128,128,128,MicroscopyImages,10091007,ts,4111,2331489934468,698216,58,698108,1700,682669,13492,9383,4101,1954492,7911,1.2515
28,128,128,128,MicroscopyImages,10091008,ts,4111,2000551814119,858993,101,858801,4040,832107,22573,15765,6797,3434822,12035,1.5417
28,128,128,128,MicroscopyImages,10091010,ts,4111,209203922589,524246,94,524070,1921,510493,11486,7998,3481,1424162,6162,14.7578
28,128,128,128,MicroscopyImages,10101001,ts,4111,814721030364,1384727,129,1384492,4277,1356420,23564,16528,7025,2811997,11663,4.4735
28,128,128,128,MicroscopyImages,10101003,ts,4111,1007114719411,1249134,163,1248838,3408,1222317,22755,15533,7214,2780772,8031,3.7843
28,128,128,128,Shapes,10021001,ts,4111,629800960000,6601,227,6183,456,2747,2976,2086,888,651803,2259,4.329
28,128,128,128,Shapes,10021003,ts,4111,645056672000,13309,118,13096,510,9494,3087,2149,935,700109,2980,4.2062
28,128,128,128,Shapes,10021007,ts,4111,623917189419,10754,146,10488,609,4524,5348,3930,1415,1119235,4670,3.1702
28,128,128,128,Shapes,10021008,ts,4111,158669016146,5831,83,5681,313,2606,2756,1803,950,836573,3680,13.4574
28,128,128,128,Shapes,10021010,ts,4111,829222275228,11759,131,11521,447,8342,2727,1839,887,726616,2079,3.5714
28,128,128,128,Shapes,10031001,ts,4111,25018800000,10628,304,10064,683,3941,5436,3552,1882,1008483,2405,4.5991
28,128,128,128,Shapes,10041001,ts,4111,350031298578,16506,316,15925,1167,6690,8060,5529,2528,1606952,4412,8.8969
28,128,128,128,Shapes,10041002,ts,4111,78688844154,6785,131,6546,404,2788,3348,2275,1071,855972,3180,26.0198
28,128,128,128,Shapes,10041003,ts,4111,366232268076,10387,168,10082,588,4289,5198,3474,1722,1137593,3979,8.4099
28,128,128,128,Shapes,10041005,ts,4111,474593430052,23490,178,23165,1798,12060,9287,6327,2953,1525909,11705,6.7798
28,128,128,128,Shapes,10041006,ts,4111,910633592124,13771,179,13443,834,5660,6941,4705,2232,1428272,5187,2.6659
28,128,128,128,Shapes,10041007,ts,4111,485057967701,15522,203,15150,954,6487,7700,5137,2559,1650607,5488,6.2227
28,128,128,128,Shapes,10041008,ts,4111,80461018254,9588,128,9359,588,4573,4190,2699,1488,1107143,4831,30.7451
28,128,128,128,Shapes,10041009,ts,4111,496981115814,31434,371,30866,2501,12976,15377,10449,4922,2922030,6699,5.9476
28,128,128,128,Shapes,10041010,ts,4111,523834103036,8726,196,8367,439,2964,4959,3048,1909,1204748,2512,5.6959
28,128,128,128,Shapes,10051001,ts,4111,247290313686,26421,280,25907,1875,11409,12611,8386,4219,3594378,7335,17.1249
28,128,128,128,Shapes,10051002,ts,4111,819433074692,28073,143,27820,1394,18956,7456,5261,2188,1438521,8301,3.0547
28,128,128,128,Shapes,10051003,ts,4111,264988573724,17205,150,16931,684,9801,6440,3742,2696,1799362,2884,15.8789
28,128,128,128,Shapes,10051007,ts,4111,825153002341,18878,182,18543,1106,8116,9309,6280,3025,2218138,6857,4.6945
28,128,128,128,Shapes,10051008,ts,4111,382785539164,18288,104,18100,929,13491,3667,2578,1083,943197,7205,8.8628
28,128,128,128,Shapes,10051010,ts,4111,300253654116,41661,168,41356,1757,30757,8830,5811,3014,2072109,6252,13.8208
28,128,128,128,Shapes,10061001,ts,4111,1241048000000,18863,284,18345,1291,6787,10260,7279,2978,2118222,4148,2.2786
28,128,128,128,Shapes,10061002,ts,4111,985665344000,6789,121,6571,377,2941,3247,2079,1165,890573,3249,1.7639
28,128,128,128,Shapes,10061003,ts,4111,1256590800000,19526,149,19255,706,13231,5311,3485,1824,1402220,3106,2.2407
28,128,128,128,Shapes,10061005,ts,4111,1394651078262,32171,158,31877,1583,21947,8334,5878,2451,1749473,6895,2.0457
28,128,128,128,Shapes,10061007,ts,4111,2671398261727,21901,182,21569,1229,9779,10548,7344,3199,2272758,7444,0.9215
28,128,128,128,Shapes,10061008,ts,4111,994635807750,9237,112,9034,482,4207,4338,2987,1348,1150071,4163,2.257
28,128,128,128,Shapes,10061010,ts,4111,1417223021078,32141,178,31811,1300,24091,6412,4336,2072,1185966,4268,2.2486
28,128,128,128,Shapes,10071001,ts,4111,683084977715,25264,340,24633,2145,11158,11317,7795,3517,1985544,7095,5.4382
28,128,128,128,Shapes,10071003,ts,4111,700042111545,13610,179,13283,865,6436,5973,3952,2018,1359652,5463,5.2774
28,128,128,128,Shapes,10071008,ts,4111,557623961887,9779,129,9545,529,4412,4597,3074,1520,1313210,4387,4.2469
28,128,128,128,Shapes,10071010,ts,4111,837941706349,16376,199,16010,1055,7439,7505,4934,2567,1707870,6236,4.9974
28,128,128,128,Shapes,10081001,ts,4111,422030832032,17019,215,16626,1316,8085,7214,5004,2205,1931357,6708,7.0817
28,128,128,128,Shapes,10081003,ts,4111,435547933768,13943,115,13734,525,9556,3647,2401,1244,1016125,3043,6.7981
28,128,128,128,Shapes,10081010,ts,4111,593319666410,19917,117,19702,825,14695,4173,2810,1360,1106205,4082,4.8531
28,128,128,128,Shapes,10091001,ts,4111,186952800000,39705,299,39151,2593,14058,22485,15229,7249,5514772,8464,4.9856
28,128,128,128,Shapes,10091002,ts,4111,746230112000,22109,117,21896,935,13426,7525,5273,2247,2013454,5293,3.4798
28,128,128,128,Shapes,10091003,ts,4111,202881600000,23842,145,23576,889,14657,8023,5102,2918,2297510,3569,3.9807
28,128,128,128,Shapes,10091005,ts,4111,439171951500,48522,146,48254,2229,32079,13927,9070,4850,3494536,10045,9.1788
28,128,128,128,Shapes,10091006,ts,4111,1373592400000,21190,146,20923,983,7305,12624,9251,3369,3115613,6395,2.0143
28,128,128,128,Shapes,10091007,ts,4111,839764152669,29591,199,29223,1730,13525,13951,9066,4879,3457819,9328,4.2414
28,128,128,128,Shapes,10091008,ts,4111,563044189044,21934,112,21733,882,13586,7254,4896,2354,2118091,5733,5.0147
28,128,128,128,Shapes,10091010,ts,4111,211333776054,49260,175,48935,1923,35051,11949,7855,4089,2842664,6443,20.6769
28,128,128,128,Shapes,10101001,ts,4111,66072776558,6775,310,6205,411,2567,3224,2048,1175,863713,1350,68.592
28,128,128,128,Shapes,10101003,ts,4111,85171131206,25921,163,25623,1081,20489,4044,2713,1328,781176,3967,52.6586
28,128,128,128,WhiteNoise,10021001,ts,4111,1439261920,22016,570,20950,1844,8472,10628,7354,3271,1841852,3156,1907.1506
28,128,128,128,WhiteNoise,10021003,ts,4111,1636843102,27457,562,26400,2353,10794,13245,9209,4033,2281720,3975,2647.0621
28,128,128,128,WhiteNoise,10021007,ts,4111,1840980374,24498,568,23427,2007,9206,12208,8420,3785,2222481,3408,1880.9288
28,128,128,128,WhiteNoise,10021008,ts,4111,2162586380,26077,566,24982,2152,10114,12709,8754,3951,2311712,3678,1978.3634
28,128,128,128,WhiteNoise,10021010,ts,4111,1687473349,22731,586,21650,1892,8706,11045,7566,3476,1983905,3299,1752.4307
28,128,128,128,WhiteNoise,10031001,ts,4111,1519431778,24129,572,23057,1921,8901,12229,8196,4030,2442348,3100,2863.2819
28,128,128,128,WhiteNoise,10041001,ts,4111,1297969386,24264,565,23198,2010,9233,11948,8152,3792,2130830,3454,2639.7199
28,128,128,128,WhiteNoise,10041002,ts,4111,1617048808,17710,610,16601,1320,6216,9061,5960,3099,1857597,2045,1933.3063
28,128,128,128,WhiteNoise,10041003,ts,4111,1694959542,25200,626,24073,1827,9086,13153,8891,4259,2553829,3057,2889.5929
28,128,128,128,WhiteNoise,10041005,ts,4111,1534551820,29402,615,28288,2261,11245,14774,10036,4734,2739191,3950,3382.1812
28,128,128,128,WhiteNoise,10041006,ts,4111,1783281341,27778,649,26631,2323,10367,13933,9356,4575,2627731,3622,2691.4743
28,128,128,128,WhiteNoise,10041007,ts,4111,1432373070,22431,618,21316,1603,7697,12011,7898,4111,2378147,2571,2726.1245
28,128,128,128,WhiteNoise,10041008,ts,4111,1834875334,25376,603,24272,1792,8972,13502,9008,4492,2705788,2911,2795.4061
28,128,128,128,WhiteNoise,10041009,ts,4111,1359239810,22749,651,21575,1838,8612,11118,7496,3620,2131658,3156,2136.2798
28,128,128,128,WhiteNoise,10041010,ts,4111,1422583837,19509,708,18311,1554,7351,9400,6230,3168,1788087,2719,1784.4195
28,128,128,128,WhiteNoise,10051001,ts,4111,1477173654,30279,572,29209,2567,11947,14687,10091,4593,2571761,4407,3014.7099
28,128,128,128,WhiteNoise,10051002,ts,4111,2016976756,30268,567,29203,2500,11535,15160,10529,4627,2495636,4310,2063.5174
28,128,128,128,WhiteNoise,10051003,ts,4111,1643819632,30275,566,29213,2573,11841,14790,10176,4611,2503943,4355,2738.8822
28,128,128,128,WhiteNoise,10051007,ts,4111,1483606856,28158,574,27085,2432,11023,13621,9508,4110,2236260,4173,2508.0507
28,128,128,128,WhiteNoise,10051008,ts,4111,1705401320,30278,565,29216,2498,11668,15042,10318,4721,2653435,4289,2677.1137
28,128,128,128,WhiteNoise,10051010,ts,4111,1534102657,31750,566,30689,2737,12716,15227,10683,4541,2382635,4841,3023.6363
28,128,128,128,WhiteNoise,10061001,ts,4111,1708270377,28944,570,27873,2516,11734,13615,9303,4309,2614278,4360,2545.6394
28,128,128,128,WhiteNoise,10061002,ts,4111,2020156289,24685,571,23621,1901,9015,12699,8642,4055,2309388,3220,1979.077
28,128,128,128,WhiteNoise,10061003,ts,4111,1355707641,27689,567,26621,2362,10588,13663,9480,4180,2264579,4080,2274.0475
28,128,128,128,WhiteNoise,10061005,ts,4111,1573006101,26449,567,25382,2148,10084,13143,8947,4193,2441372,3630,2869.2678
28,128,128,128,WhiteNoise,10061007,ts,4111,1605965979,24612,566,23544,2104,9636,11798,8184,3611,2078902,3639,2094.1331
28,128,128,128,WhiteNoise,10061008,ts,4111,1701758875,28246,568,27175,2456,11293,13417,9267,4147,2319006,4296,2026.1856
28,128,128,128,WhiteNoise,10061010,ts,4111,1693410540,27385,570,26313,2183,10145,13978,9486,4489,2513592,3642,2512.557
28,128,128,128,WhiteNoise,10071001,ts,4111,1430800902,24051,570,22978,1995,9330,11645,7894,3749,2332092,3360,2804.9831
28,128,128,128,WhiteNoise,10071003,ts,4111,1559976526,19549,566,18483,1565,7197,9717,6515,3200,1943730,2544,2059.0214
28,128,128,128,WhiteNoise,10071008,ts,4111,1664135972,20495,567,19427,1550,7254,10618,7177,3439,2091525,2454,2279.5073
28,128,128,128,WhiteNoise,10071010,ts,4111,1467342733,22794,584,21705,1797,8269,11633,7807,3824,2251634,2838,2637.172
28,128,128,128,WhiteNoise,10081001,ts,4111,1906196218,22264,566,21199,1737,8180,11277,7710,3564,2199699,2835,2069.2981
28,128,128,128,WhiteNoise,10081003,ts,4111,1518777492,19181,567,18115,1544,7081,9485,6354,3128,1934209,2496,1798.6524
28,128,128,128,WhiteNoise,10081010,ts,4111,1629477121,25896,568,24829,1976,9527,13319,9005,4311,2650001,3197,3122.2476
28,128,128,128,WhiteNoise,10091001,ts,4111,1350218890,24038,580,22931,2026,9241,11656,8059,3595,2112512,3477,2459.4432
28,128,128,128,WhiteNoise,10091002,ts,4111,1547097590,21811,565,20750,1855,8401,10489,7247,3239,1785386,3202,1827.4723
28,128,128,128,WhiteNoise,10091003,ts,4111,1676560192,25112,565,24051,1969,9197,12878,8680,4196,2507346,3209,2572.5454
28,128,128,128,WhiteNoise,10091005,ts,4111,1427123590,27673,564,26610,2194,10210,14199,9446,4751,2763140,3623,3219.5771
28,128,128,128,WhiteNoise,10091006,ts,4111,1867374587,30392,565,29329,2804,11794,14722,10217,4502,2481276,4425,2073.3241
28,128,128,128,WhiteNoise,10091007,ts,4111,1542281090,26330,565,25265,2264,10252,12742,8862,3877,2049589,3991,2125.7701
28,128,128,128,WhiteNoise,10091008,ts,4111,1744106054,28775,565,27715,2391,11145,14171,9799,4368,2490936,4180,2371.8996
