Size,Instance type,Instance,Algorithm,ObjF Value,Total time [ms],ObjF time [ms]
128,WhiteNoise,10021010,Rnetworkflow,1687473349,231164,2198
128,WhiteNoise,10031001,Rnetworkflow,1519431778,151856,2152
128,WhiteNoise,10041001,Rnetworkflow,1297969386,145782,2161
128,WhiteNoise,10041002,Rnetworkflow,1617048808,203500,2189
128,WhiteNoise,10041003,Rnetworkflow,1694959542,143839,2178
128,WhiteNoise,10041005,Rnetworkflow,1534551820,154142,2168
128,WhiteNoise,10041006,Rnetworkflow,1783281341,117750,2163
128,WhiteNoise,10041007,Rnetworkflow,1432373070,119757,2171
128,WhiteNoise,10041008,Rnetworkflow,1834875334,156961,2162
128,WhiteNoise,10041009,Rnetworkflow,1359239810,125485,2140
128,WhiteNoise,10041010,Rnetworkflow,1422583837,137274,2255
128,WhiteNoise,10051001,Rnetworkflow,1477173654,151734,2164
128,WhiteNoise,10051002,Rnetworkflow,2016976756,180425,2165
128,WhiteNoise,10051003,Rnetworkflow,1643819632,135862,2212
128,WhiteNoise,10051007,Rnetworkflow,1483606856,150730,2156
128,WhiteNoise,10051008,Rnetworkflow,1705401320,158624,2171
128,WhiteNoise,10051010,Rnetworkflow,1534102657,120327,2199
128,WhiteNoise,10061001,Rnetworkflow,1708270377,169200,2179
128,WhiteNoise,10061002,Rnetworkflow,2020156289,182869,2269
128,WhiteNoise,10061003,Rnetworkflow,1355707641,156161,2168
128,WhiteNoise,10061005,Rnetworkflow,1573006101,117815,2258
128,WhiteNoise,10061007,Rnetworkflow,1605965979,154352,2471
128,WhiteNoise,10061008,Rnetworkflow,1701758875,155114,2161
128,WhiteNoise,10061010,Rnetworkflow,1693410540,116218,2256
128,WhiteNoise,10071001,Rnetworkflow,1430800902,157399,2215
128,WhiteNoise,10071003,Rnetworkflow,1559976526,174850,2143
128,WhiteNoise,10071008,Rnetworkflow,1664135972,106239,2173
128,WhiteNoise,10071010,Rnetworkflow,1467342733,186973,2347
128,WhiteNoise,10081001,Rnetworkflow,1906196218,152608,2219
128,WhiteNoise,10081003,Rnetworkflow,1518777492,171692,2212
128,WhiteNoise,10081010,Rnetworkflow,1629477121,122429,2273
128,WhiteNoise,10091001,Rnetworkflow,1350218890,112898,2217
128,WhiteNoise,10091002,Rnetworkflow,1547097590,222700,2168
128,WhiteNoise,10091003,Rnetworkflow,1676560192,167436,2157
128,WhiteNoise,10091005,Rnetworkflow,1427123590,182240,2156
128,WhiteNoise,10091006,Rnetworkflow,1867374587,115318,2180
128,WhiteNoise,10091007,Rnetworkflow,1542281090,134973,2187
128,WhiteNoise,10091008,Rnetworkflow,1744106054,104431,2180
128,WhiteNoise,10091010,Rnetworkflow,1349960859,107964,2215
128,WhiteNoise,10101001,Rnetworkflow,1373468805,129131,2158
128,WhiteNoise,10101003,Rnetworkflow,1562502611,138563,2304
