Size,Instance type,Instance,Algorithm,ObjF Value,Total time [ms],ObjF time [ms]
64,CauchyDensity,10011004,Rnetworkflow,65575610400,4719,165
64,CauchyDensity,10011005,Rnetworkflow,72157399142,4354,166
64,CauchyDensity,10011006,Rnetworkflow,129576229366,5048,164
64,CauchyDensity,10011007,Rnetworkflow,56024485389,3818,164
64,CauchyDensity,10011008,Rnetworkflow,110773437996,4524,164
64,CauchyDensity,10011009,Rnetworkflow,83471564505,5037,165
64,CauchyDensity,10011010,Rnetworkflow,71925648284,4096,165
64,CauchyDensity,10021004,Rnetworkflow,99779684705,7259,164
64,CauchyDensity,10021005,Rnetworkflow,38491248233,5291,163
64,CauchyDensity,10021006,Rnetworkflow,59571687809,4473,158
64,CauchyDensity,10021007,Rnetworkflow,87292819360,4460,161
64,CauchyDensity,10021008,Rnetworkflow,31766180869,3511,161
64,CauchyDensity,10021009,Rnetworkflow,91272973178,5011,156
64,CauchyDensity,10021010,Rnetworkflow,105613729341,5970,164
64,CauchyDensity,10031001,Rnetworkflow,21901458378,6392,166
64,CauchyDensity,10031002,Rnetworkflow,121472957977,4256,162
64,CauchyDensity,10031004,Rnetworkflow,40017765318,6985,158
64,CauchyDensity,10031005,Rnetworkflow,53392841146,4751,160
64,CauchyDensity,10031006,Rnetworkflow,95588179542,6397,161
64,CauchyDensity,10031007,Rnetworkflow,12782169843,4609,168
64,CauchyDensity,10031008,Rnetworkflow,100770903796,4800,166
64,CauchyDensity,10031009,Rnetworkflow,52414815905,6305,169
64,CauchyDensity,10031010,Rnetworkflow,22228627248,5209,163
64,CauchyDensity,10041005,Rnetworkflow,69672501810,6858,157
64,CauchyDensity,10041006,Rnetworkflow,35980303100,4875,160
64,CauchyDensity,10041007,Rnetworkflow,30103261989,6182,160
64,CauchyDensity,10041008,Rnetworkflow,70492312460,5579,160
64,CauchyDensity,10041009,Rnetworkflow,82075851253,4666,159
64,CauchyDensity,10041010,Rnetworkflow,33222875862,6354,162
64,CauchyDensity,10051006,Rnetworkflow,46470625090,4544,160
64,CauchyDensity,10051007,Rnetworkflow,37437454913,7235,161
64,CauchyDensity,10051008,Rnetworkflow,20066313380,4754,162
64,CauchyDensity,10051009,Rnetworkflow,65605277869,5498,156
64,CauchyDensity,10051010,Rnetworkflow,65218213342,5679,162
64,CauchyDensity,10061007,Rnetworkflow,65139016001,6936,162
64,CauchyDensity,10061008,Rnetworkflow,41212944250,5298,157
64,CauchyDensity,10061009,Rnetworkflow,137677854051,4327,161
64,CauchyDensity,10071008,Rnetworkflow,70495478851,5009,157
64,CauchyDensity,10091007,Rnetworkflow,33262583478,7082,162
64,CauchyDensity,10091008,Rnetworkflow,78892276321,5088,163
64,CauchyDensity,10101006,Rnetworkflow,87541684044,6878,162
64,CauchyDensity,10101007,Rnetworkflow,5561007617,5065,160
64,CauchyDensity,10101008,Rnetworkflow,93076186740,6644,160
64,CauchyDensity,10101009,Rnetworkflow,26640695577,4315,161
64,ClassicImages,10011002,Rnetworkflow,9953483267,10760,158
64,ClassicImages,10011004,Rnetworkflow,6446736234,8810,158
64,ClassicImages,10011005,Rnetworkflow,8302069493,7531,157
64,ClassicImages,10011006,Rnetworkflow,18286640020,11171,158
64,ClassicImages,10011007,Rnetworkflow,13547702160,9115,161
64,ClassicImages,10011008,Rnetworkflow,9430749326,11387,159
64,ClassicImages,10011009,Rnetworkflow,26816496931,5488,159
64,ClassicImages,10011010,Rnetworkflow,20971373979,11340,159
64,ClassicImages,10021004,Rnetworkflow,2279622099,3427,158
64,ClassicImages,10021005,Rnetworkflow,2160463172,5248,157
64,ClassicImages,10021006,Rnetworkflow,2686823485,6110,159
64,ClassicImages,10021007,Rnetworkflow,2407959135,3682,160
64,ClassicImages,10021008,Rnetworkflow,3264445361,7133,159
64,ClassicImages,10021009,Rnetworkflow,13059583616,5899,163
64,ClassicImages,10021010,Rnetworkflow,6291167666,4129,161
64,ClassicImages,10031001,Rnetworkflow,11894246639,6019,160
64,ClassicImages,10031002,Rnetworkflow,5656430460,5149,160
64,ClassicImages,10031004,Rnetworkflow,4241030265,4973,159
64,ClassicImages,10031005,Rnetworkflow,4914443054,4671,160
64,ClassicImages,10031006,Rnetworkflow,7465547845,8660,159
64,ClassicImages,10031007,Rnetworkflow,8215840617,4816,160
64,ClassicImages,10031008,Rnetworkflow,5599011975,5306,160
64,ClassicImages,10031009,Rnetworkflow,19791546582,4554,158
64,ClassicImages,10031010,Rnetworkflow,13151915480,6318,159
64,ClassicImages,10041005,Rnetworkflow,2998646733,4359,158
64,ClassicImages,10041006,Rnetworkflow,5441375542,7693,159
64,ClassicImages,10041007,Rnetworkflow,5702778540,4330,160
64,ClassicImages,10041008,Rnetworkflow,2680410324,4557,160
64,ClassicImages,10041009,Rnetworkflow,17769434943,4598,158
64,ClassicImages,10041010,Rnetworkflow,9969669003,5932,162
64,ClassicImages,10051006,Rnetworkflow,4415729455,8082,159
64,ClassicImages,10051007,Rnetworkflow,2659114721,6502,160
64,ClassicImages,10051008,Rnetworkflow,4757657035,6927,157
64,ClassicImages,10051009,Rnetworkflow,11202578774,6068,160
64,ClassicImages,10051010,Rnetworkflow,9987637388,6572,159
64,ClassicImages,10061007,Rnetworkflow,3752998244,4153,160
64,ClassicImages,10061008,Rnetworkflow,5386752230,6398,158
64,ClassicImages,10061009,Rnetworkflow,12805351579,4850,161
64,ClassicImages,10071008,Rnetworkflow,5336141428,7608,159
64,ClassicImages,10091007,Rnetworkflow,10704435987,7005,158
64,ClassicImages,10091008,Rnetworkflow,22622648081,6836,159
64,ClassicImages,10101006,Rnetworkflow,7250340401,7160,159
64,ClassicImages,10101007,Rnetworkflow,7776826313,5682,158
64,ClassicImages,10101008,Rnetworkflow,7627977153,5309,159
64,ClassicImages,10101009,Rnetworkflow,27485497854,5956,159
64,GRFmoderate,10011002,Rnetworkflow,8132167619,3844,161
64,GRFmoderate,10011004,Rnetworkflow,6681767624,7959,160
64,GRFmoderate,10011005,Rnetworkflow,9079611068,7133,163
64,GRFmoderate,10011006,Rnetworkflow,16029822397,8463,160
64,GRFmoderate,10011007,Rnetworkflow,8249865108,6746,162
64,GRFmoderate,10011008,Rnetworkflow,14850939526,8251,160
64,GRFmoderate,10011009,Rnetworkflow,8227234109,5748,161
64,GRFmoderate,10011010,Rnetworkflow,11569587745,5173,161
64,GRFmoderate,10021004,Rnetworkflow,17980085403,5447,161
64,GRFmoderate,10021005,Rnetworkflow,14671507357,6291,160
64,GRFmoderate,10021006,Rnetworkflow,18782525652,6338,161
64,GRFmoderate,10021007,Rnetworkflow,15045364921,5820,161
64,GRFmoderate,10021008,Rnetworkflow,11376680217,8216,160
64,GRFmoderate,10021009,Rnetworkflow,17500939330,4993,159
64,GRFmoderate,10021010,Rnetworkflow,26098845944,5835,162
64,GRFmoderate,10031001,Rnetworkflow,6355757748,4801,156
64,GRFmoderate,10031002,Rnetworkflow,7317183825,8173,161
64,GRFmoderate,10031004,Rnetworkflow,14529840714,6151,162
64,GRFmoderate,10031005,Rnetworkflow,6174743488,7752,161
64,GRFmoderate,10031006,Rnetworkflow,9155069317,8128,161
64,GRFmoderate,10031007,Rnetworkflow,7058912140,5653,160
64,GRFmoderate,10031008,Rnetworkflow,6546746864,7329,160
64,GRFmoderate,10031009,Rnetworkflow,9308631963,5217,162
64,GRFmoderate,10031010,Rnetworkflow,15095133053,4399,161
64,GRFmoderate,10041005,Rnetworkflow,16305725086,7914,161
64,GRFmoderate,10041006,Rnetworkflow,21282613557,9889,161
64,GRFmoderate,10041007,Rnetworkflow,9320590548,5730,161
64,GRFmoderate,10041008,Rnetworkflow,24200847982,7328,157
64,GRFmoderate,10041009,Rnetworkflow,6448189615,7314,161
64,GRFmoderate,10041010,Rnetworkflow,4804053417,5398,161
64,GRFmoderate,10051006,Rnetworkflow,2969639407,4911,157
64,GRFmoderate,10051007,Rnetworkflow,4197703782,6064,161
64,GRFmoderate,10051008,Rnetworkflow,5995058038,5328,164
64,GRFmoderate,10051009,Rnetworkflow,6215925365,5730,161
64,GRFmoderate,10051010,Rnetworkflow,14897825377,6256,161
64,GRFmoderate,10061007,Rnetworkflow,7462538721,5147,160
64,GRFmoderate,10061008,Rnetworkflow,6862114921,8156,158
64,GRFmoderate,10061009,Rnetworkflow,8456122476,5144,157
64,GRFmoderate,10071008,Rnetworkflow,7033534482,8213,161
64,GRFmoderate,10091007,Rnetworkflow,3084205255,3854,161
64,GRFmoderate,10091008,Rnetworkflow,10976833841,6221,163
64,GRFmoderate,10101006,Rnetworkflow,17926038764,6416,160
64,GRFmoderate,10101007,Rnetworkflow,10277970509,8384,160
64,GRFmoderate,10101008,Rnetworkflow,24705809725,5577,160
64,GRFmoderate,10101009,Rnetworkflow,5616579748,6628,163
64,GRFrough,10011002,Rnetworkflow,833990071,5135,164
64,GRFrough,10011004,Rnetworkflow,1691484296,4753,164
64,GRFrough,10011005,Rnetworkflow,715303700,3424,164
64,GRFrough,10011006,Rnetworkflow,900745961,3826,162
64,GRFrough,10011007,Rnetworkflow,1413319109,6699,160
64,GRFrough,10011008,Rnetworkflow,843679703,3386,160
64,GRFrough,10011009,Rnetworkflow,802908520,3282,160
64,GRFrough,10011010,Rnetworkflow,1084004306,57350,162
64,GRFrough,10021004,Rnetworkflow,1454565095,4427,159
64,GRFrough,10021005,Rnetworkflow,1224476959,3579,160
64,GRFrough,10021006,Rnetworkflow,1337246218,4402,161
64,GRFrough,10021007,Rnetworkflow,968366236,4810,162
64,GRFrough,10021008,Rnetworkflow,1460352722,3362,162
64,GRFrough,10021009,Rnetworkflow,1188609089,3930,161
64,GRFrough,10021010,Rnetworkflow,1660440873,54815,163
64,GRFrough,10031001,Rnetworkflow,1489027910,4921,168
64,GRFrough,10031002,Rnetworkflow,1100651743,4950,166
64,GRFrough,10031004,Rnetworkflow,1165848740,3879,165
64,GRFrough,10031005,Rnetworkflow,1838111102,6301,165
64,GRFrough,10031006,Rnetworkflow,1810540789,6168,164
64,GRFrough,10031007,Rnetworkflow,839650835,4716,163
64,GRFrough,10031008,Rnetworkflow,1754379047,5655,166
64,GRFrough,10031009,Rnetworkflow,2000943470,6227,166
64,GRFrough,10031010,Rnetworkflow,1779530240,61810,166
64,GRFrough,10041005,Rnetworkflow,1441439828,7764,161
64,GRFrough,10041006,Rnetworkflow,1677512729,6041,161
64,GRFrough,10041007,Rnetworkflow,1005214285,6392,160
64,GRFrough,10041008,Rnetworkflow,1706242913,4549,161
64,GRFrough,10041009,Rnetworkflow,1609295810,6356,162
64,GRFrough,10041010,Rnetworkflow,1711738484,55221,159
64,GRFrough,10051006,Rnetworkflow,594608343,4199,156
64,GRFrough,10051007,Rnetworkflow,1745648261,8970,160
64,GRFrough,10051008,Rnetworkflow,1018628823,4807,160
64,GRFrough,10051009,Rnetworkflow,437944436,3682,161
64,GRFrough,10051010,Rnetworkflow,784454276,51462,160
64,GRFrough,10061007,Rnetworkflow,2120931526,7181,156
64,GRFrough,10061008,Rnetworkflow,1202759936,5929,159
64,GRFrough,10061009,Rnetworkflow,626632865,4445,159
64,GRFrough,10071008,Rnetworkflow,1476985294,5504,161
64,GRFrough,10091007,Rnetworkflow,1901074359,6918,162
64,GRFrough,10091008,Rnetworkflow,1174556991,5242,160
64,GRFrough,10101006,Rnetworkflow,700510387,3790,160
64,GRFrough,10101007,Rnetworkflow,1905287265,3531,159
64,GRFrough,10101008,Rnetworkflow,1028719229,3760,160
64,GRFrough,10101009,Rnetworkflow,844550106,3747,159
64,GRFsmooth,10011002,Rnetworkflow,89541335245,4179,162
64,GRFsmooth,10011004,Rnetworkflow,66107747364,6392,160
64,GRFsmooth,10011005,Rnetworkflow,56029226935,8066,162
64,GRFsmooth,10011006,Rnetworkflow,11108627936,5795,161
64,GRFsmooth,10011007,Rnetworkflow,28085122474,6345,161
64,GRFsmooth,10011008,Rnetworkflow,27202083144,8570,160
64,GRFsmooth,10011009,Rnetworkflow,17036313052,7714,156
64,GRFsmooth,10011010,Rnetworkflow,50058475172,5003,161
64,GRFsmooth,10021004,Rnetworkflow,20846051365,5410,157
64,GRFsmooth,10021005,Rnetworkflow,36925804290,8360,160
64,GRFsmooth,10021006,Rnetworkflow,62710785561,8650,162
64,GRFsmooth,10021007,Rnetworkflow,104204654551,8470,161
64,GRFsmooth,10021008,Rnetworkflow,54576376699,7522,161
64,GRFsmooth,10021009,Rnetworkflow,55096322475,8867,160
64,GRFsmooth,10021010,Rnetworkflow,41089047403,9642,160
64,GRFsmooth,10031001,Rnetworkflow,16642031179,6528,162
64,GRFsmooth,10031002,Rnetworkflow,62293290776,6286,161
64,GRFsmooth,10031004,Rnetworkflow,50947666579,8125,158
64,GRFsmooth,10031005,Rnetworkflow,50520820870,9890,159
64,GRFsmooth,10031006,Rnetworkflow,13132763041,5637,161
64,GRFsmooth,10031007,Rnetworkflow,31708130999,10640,157
64,GRFsmooth,10031008,Rnetworkflow,11123650773,5969,158
64,GRFsmooth,10031009,Rnetworkflow,6741270309,5392,161
64,GRFsmooth,10031010,Rnetworkflow,34230177901,9234,162
64,GRFsmooth,10041005,Rnetworkflow,27939477841,4711,157
64,GRFsmooth,10041006,Rnetworkflow,55167501402,7473,161
64,GRFsmooth,10041007,Rnetworkflow,81851289900,6976,160
64,GRFsmooth,10041008,Rnetworkflow,62328000320,5681,155
64,GRFsmooth,10041009,Rnetworkflow,51299902762,10202,160
64,GRFsmooth,10041010,Rnetworkflow,46219612118,6576,160
64,GRFsmooth,10051006,Rnetworkflow,36780410941,6541,158
64,GRFsmooth,10051007,Rnetworkflow,38888729167,9317,159
64,GRFsmooth,10051008,Rnetworkflow,46398140509,7671,160
64,GRFsmooth,10051009,Rnetworkflow,57294776937,9654,159
64,GRFsmooth,10051010,Rnetworkflow,17291631723,4838,163
64,GRFsmooth,10061007,Rnetworkflow,17568973166,11283,159
64,GRFsmooth,10061008,Rnetworkflow,12781102570,6941,160
64,GRFsmooth,10061009,Rnetworkflow,13739422518,7578,162
64,GRFsmooth,10071008,Rnetworkflow,31541733026,9958,160
64,GRFsmooth,10091007,Rnetworkflow,44917860564,9707,157
64,GRFsmooth,10091008,Rnetworkflow,13191435262,5991,162
64,GRFsmooth,10101006,Rnetworkflow,22568096146,6019,158
64,GRFsmooth,10101007,Rnetworkflow,26788949874,9016,161
64,GRFsmooth,10101008,Rnetworkflow,20298193434,11019,157
64,GRFsmooth,10101009,Rnetworkflow,39211381116,8084,156
64,LogGRF,10011002,Rnetworkflow,60444562865,11968,161
64,LogGRF,10011004,Rnetworkflow,127480949762,8571,159
64,LogGRF,10011005,Rnetworkflow,84240436809,9459,157
64,LogGRF,10011006,Rnetworkflow,77803869953,8147,161
64,LogGRF,10011007,Rnetworkflow,30808931834,10392,159
64,LogGRF,10011008,Rnetworkflow,36137376385,8848,159
64,LogGRF,10011009,Rnetworkflow,83911542122,9442,164
64,LogGRF,10011010,Rnetworkflow,73163343695,7657,158
64,LogGRF,10021004,Rnetworkflow,220320450715,9411,159
64,LogGRF,10021005,Rnetworkflow,157515987678,11601,162
64,LogGRF,10021006,Rnetworkflow,119601021310,7166,161
64,LogGRF,10021007,Rnetworkflow,55684226651,7400,158
64,LogGRF,10021008,Rnetworkflow,125450990842,4896,160
64,LogGRF,10021009,Rnetworkflow,58736659995,12463,161
64,LogGRF,10021010,Rnetworkflow,107492101526,6678,157
64,LogGRF,10031001,Rnetworkflow,79111387984,9357,160
64,LogGRF,10031002,Rnetworkflow,86066609519,10087,157
64,LogGRF,10031004,Rnetworkflow,68362963876,6328,159
64,LogGRF,10031005,Rnetworkflow,40780476849,4339,158
64,LogGRF,10031006,Rnetworkflow,11085002307,7189,160
64,LogGRF,10031007,Rnetworkflow,30797181126,6942,157
64,LogGRF,10031008,Rnetworkflow,56862317167,13497,161
64,LogGRF,10031009,Rnetworkflow,31959267346,8774,159
64,LogGRF,10031010,Rnetworkflow,20009665463,7506,161
64,LogGRF,10041005,Rnetworkflow,31966648109,4648,161
64,LogGRF,10041006,Rnetworkflow,37089339211,9467,157
64,LogGRF,10041007,Rnetworkflow,99140064746,8716,160
64,LogGRF,10041008,Rnetworkflow,51427592241,7418,156
64,LogGRF,10041009,Rnetworkflow,101847969264,10417,162
64,LogGRF,10041010,Rnetworkflow,90418398697,4933,164
64,LogGRF,10051006,Rnetworkflow,21088675508,7652,161
64,LogGRF,10051007,Rnetworkflow,63544616435,6982,160
64,LogGRF,10051008,Rnetworkflow,36223722182,3870,165
64,LogGRF,10051009,Rnetworkflow,74703238567,8671,161
64,LogGRF,10051010,Rnetworkflow,35124479310,5243,160
64,LogGRF,10061007,Rnetworkflow,33824349945,9523,160
64,LogGRF,10061008,Rnetworkflow,37083632640,10254,158
64,LogGRF,10061009,Rnetworkflow,43796973909,6471,161
64,LogGRF,10071008,Rnetworkflow,41664225471,6665,158
64,LogGRF,10091007,Rnetworkflow,38580285974,10389,157
64,LogGRF,10091008,Rnetworkflow,92978186293,8052,161
64,LogGRF,10101006,Rnetworkflow,23465997116,5024,158
64,LogGRF,10101007,Rnetworkflow,44980231399,11915,162
64,LogGRF,10101008,Rnetworkflow,47347635696,7151,161
64,LogGRF,10101009,Rnetworkflow,71853105013,9743,162
64,LogitGRF,10011002,Rnetworkflow,10287515484,5695,157
64,LogitGRF,10011004,Rnetworkflow,33189772975,8193,160
64,LogitGRF,10011005,Rnetworkflow,11018603464,9648,162
64,LogitGRF,10011006,Rnetworkflow,12920787428,7089,161
64,LogitGRF,10011007,Rnetworkflow,54357093325,4688,160
64,LogitGRF,10011008,Rnetworkflow,17597040421,10182,157
64,LogitGRF,10011009,Rnetworkflow,17856865429,6369,157
64,LogitGRF,10011010,Rnetworkflow,25251804100,4207,161
64,LogitGRF,10021004,Rnetworkflow,26911845639,8419,160
64,LogitGRF,10021005,Rnetworkflow,16816522996,6404,161
64,LogitGRF,10021006,Rnetworkflow,14331210616,5305,164
64,LogitGRF,10021007,Rnetworkflow,46239536907,8154,165
64,LogitGRF,10021008,Rnetworkflow,20066071555,7711,165
64,LogitGRF,10021009,Rnetworkflow,17825057319,8207,165
64,LogitGRF,10021010,Rnetworkflow,22755955366,6647,159
64,LogitGRF,10031001,Rnetworkflow,30753934080,6819,164
64,LogitGRF,10031002,Rnetworkflow,28727313308,6124,160
64,LogitGRF,10031004,Rnetworkflow,17740000047,4871,160
64,LogitGRF,10031005,Rnetworkflow,28726848860,5980,162
64,LogitGRF,10031006,Rnetworkflow,36175628140,5389,157
64,LogitGRF,10031007,Rnetworkflow,16249810663,7287,157
64,LogitGRF,10031008,Rnetworkflow,35819640431,5630,158
64,LogitGRF,10031009,Rnetworkflow,9819150905,5447,160
64,LogitGRF,10031010,Rnetworkflow,7354437612,4923,160
64,LogitGRF,10041005,Rnetworkflow,23582284579,12932,165
64,LogitGRF,10041006,Rnetworkflow,33853397901,15089,160
64,LogitGRF,10041007,Rnetworkflow,17578911698,7541,160
64,LogitGRF,10041008,Rnetworkflow,19016601376,11408,158
64,LogitGRF,10041009,Rnetworkflow,12278775404,7878,161
64,LogitGRF,10041010,Rnetworkflow,7896713619,7300,161
64,LogitGRF,10051006,Rnetworkflow,12830732014,4822,162
64,LogitGRF,10051007,Rnetworkflow,41770944463,7099,171
64,LogitGRF,10051008,Rnetworkflow,12161073497,6971,165
64,LogitGRF,10051009,Rnetworkflow,16693759641,5739,167
64,LogitGRF,10051010,Rnetworkflow,20153879650,6039,163
64,LogitGRF,10061007,Rnetworkflow,58166758151,5214,159
64,LogitGRF,10061008,Rnetworkflow,18941863295,9392,163
64,LogitGRF,10061009,Rnetworkflow,21645745543,3471,161
64,LogitGRF,10071008,Rnetworkflow,49254929976,8867,161
64,LogitGRF,10091007,Rnetworkflow,21887124490,6605,162
64,LogitGRF,10091008,Rnetworkflow,17046581856,7694,160
64,LogitGRF,10101006,Rnetworkflow,27123586562,12080,164
64,LogitGRF,10101007,Rnetworkflow,13441967993,8348,164
64,LogitGRF,10101008,Rnetworkflow,23515334681,7974,161
64,LogitGRF,10101009,Rnetworkflow,6632591625,7580,164
64,MicroscopyImages,10011002,Rnetworkflow,16482926894,416,61
64,MicroscopyImages,10011004,Rnetworkflow,31511921329,421,62
64,MicroscopyImages,10011005,Rnetworkflow,97755493707,224,38
64,MicroscopyImages,10011006,Rnetworkflow,95581340884,372,54
64,MicroscopyImages,10011007,Rnetworkflow,28895420926,346,54
64,MicroscopyImages,10011008,Rnetworkflow,40684280331,529,68
64,MicroscopyImages,10011009,Rnetworkflow,177274246615,254,42
64,MicroscopyImages,10011010,Rnetworkflow,125153328737,531,68
64,MicroscopyImages,10021004,Rnetworkflow,27812672667,835,82
64,MicroscopyImages,10021005,Rnetworkflow,73135922495,485,85
64,MicroscopyImages,10021006,Rnetworkflow,84288113520,776,95
64,MicroscopyImages,10021007,Rnetworkflow,22699285402,751,76
64,MicroscopyImages,10021008,Rnetworkflow,20371519439,1167,121
64,MicroscopyImages,10021009,Rnetworkflow,142270669177,550,61
64,MicroscopyImages,10021010,Rnetworkflow,99980787659,1168,120
64,MicroscopyImages,10031001,Rnetworkflow,26621280364,212,39
64,MicroscopyImages,10031002,Rnetworkflow,16486784608,409,64
64,MicroscopyImages,10031004,Rnetworkflow,13124200181,430,64
64,MicroscopyImages,10031005,Rnetworkflow,42610208271,239,40
64,MicroscopyImages,10031006,Rnetworkflow,52625070536,409,56
64,MicroscopyImages,10031007,Rnetworkflow,18785515748,356,55
64,MicroscopyImages,10031008,Rnetworkflow,16321606925,542,71
64,MicroscopyImages,10031009,Rnetworkflow,89436557345,279,44
64,MicroscopyImages,10031010,Rnetworkflow,58126264317,546,71
64,MicroscopyImages,10041005,Rnetworkflow,37310469260,488,85
64,MicroscopyImages,10041006,Rnetworkflow,30695978351,782,97
64,MicroscopyImages,10041007,Rnetworkflow,32137075009,754,77
64,MicroscopyImages,10041008,Rnetworkflow,38962932958,1233,119
64,MicroscopyImages,10041009,Rnetworkflow,82911478762,542,60
64,MicroscopyImages,10041010,Rnetworkflow,44801632006,1151,119
64,MicroscopyImages,10051006,Rnetworkflow,20394908933,367,56
64,MicroscopyImages,10051007,Rnetworkflow,71796971349,381,53
64,MicroscopyImages,10051008,Rnetworkflow,63519767222,559,72
64,MicroscopyImages,10051009,Rnetworkflow,40259116424,273,43
64,MicroscopyImages,10051010,Rnetworkflow,23867749568,536,69
64,MicroscopyImages,10061007,Rnetworkflow,83838768646,652,70
64,MicroscopyImages,10061008,Rnetworkflow,88003338767,1069,92
64,MicroscopyImages,10061009,Rnetworkflow,46031340585,494,82
64,MicroscopyImages,10071008,Rnetworkflow,9373947165,880,87
64,MicroscopyImages,10091007,Rnetworkflow,122342886271,470,80
64,MicroscopyImages,10091008,Rnetworkflow,114646308392,704,77
64,MicroscopyImages,10101006,Rnetworkflow,17357642175,927,88
64,MicroscopyImages,10101007,Rnetworkflow,87134939987,1004,87
64,MicroscopyImages,10101008,Rnetworkflow,84206568456,1486,128
64,MicroscopyImages,10101009,Rnetworkflow,13132851844,606,77
64,Shapes,10011002,Rnetworkflow,39485440000,1396,108
64,Shapes,10011004,Rnetworkflow,21846108552,2026,157
64,Shapes,10011005,Rnetworkflow,15615080434,1733,149
64,Shapes,10011006,Rnetworkflow,77692400000,2431,109
64,Shapes,10011007,Rnetworkflow,43361216615,2519,163
64,Shapes,10011008,Rnetworkflow,26623569312,1179,106
64,Shapes,10011009,Rnetworkflow,11839600000,1891,110
64,Shapes,10011010,Rnetworkflow,4192698874,1929,158
64,Shapes,10021004,Rnetworkflow,4992134016,803,81
64,Shapes,10021005,Rnetworkflow,51567712558,723,76
64,Shapes,10021006,Rnetworkflow,61735712000,794,72
64,Shapes,10021007,Rnetworkflow,39407248313,925,85
64,Shapes,10021008,Rnetworkflow,9941900604,466,81
64,Shapes,10021009,Rnetworkflow,46781984000,723,72
64,Shapes,10021010,Rnetworkflow,51778666636,863,80
64,Shapes,10031001,Rnetworkflow,1694000000,4014,111
64,Shapes,10031002,Rnetworkflow,40457664000,691,80
64,Shapes,10031004,Rnetworkflow,22879329786,1036,90
64,Shapes,10031005,Rnetworkflow,16751164068,819,85
64,Shapes,10031006,Rnetworkflow,78673600000,939,45
64,Shapes,10031007,Rnetworkflow,44440401501,1242,95
64,Shapes,10031008,Rnetworkflow,27477075902,544,70
64,Shapes,10031009,Rnetworkflow,12799200000,847,44
64,Shapes,10031010,Rnetworkflow,5395188022,898,90
64,Shapes,10041005,Rnetworkflow,29880414584,949,86
64,Shapes,10041006,Rnetworkflow,57032294190,1244,88
64,Shapes,10041007,Rnetworkflow,30714562273,1326,90
64,Shapes,10041008,Rnetworkflow,5121715666,597,75
64,Shapes,10041009,Rnetworkflow,31029093214,1203,88
64,Shapes,10041010,Rnetworkflow,32511786008,1167,116
64,Shapes,10051006,Rnetworkflow,87463223068,954,82
64,Shapes,10051007,Rnetworkflow,52306678067,1137,116
64,Shapes,10051008,Rnetworkflow,24280105952,540,68
64,Shapes,10051009,Rnetworkflow,27661476718,848,83
64,Shapes,10051010,Rnetworkflow,18842738256,925,88
64,Shapes,10061007,Rnetworkflow,167937934719,1483,95
64,Shapes,10061008,Rnetworkflow,62291445530,693,71
64,Shapes,10061009,Rnetworkflow,85985600000,943,46
64,Shapes,10071008,Rnetworkflow,35350981429,880,82
64,Shapes,10091007,Rnetworkflow,53207349267,1217,95
64,Shapes,10091008,Rnetworkflow,35675236008,571,72
64,Shapes,10101006,Rnetworkflow,88538596160,1157,91
64,Shapes,10101007,Rnetworkflow,52935617529,1294,125
64,Shapes,10101008,Rnetworkflow,37176913080,668,78
64,Shapes,10101009,Rnetworkflow,13352698622,947,92
64,WhiteNoise,10011002,Rnetworkflow,319604347,3920,159
64,WhiteNoise,10011004,Rnetworkflow,366941152,4267,160
64,WhiteNoise,10011005,Rnetworkflow,366592745,3168,157
64,WhiteNoise,10011006,Rnetworkflow,343817331,4134,162
64,WhiteNoise,10011007,Rnetworkflow,545316364,4064,162
64,WhiteNoise,10011008,Rnetworkflow,440818184,4560,160
64,WhiteNoise,10011009,Rnetworkflow,403705254,3878,158
64,WhiteNoise,10011010,Rnetworkflow,413028478,3747,163
64,WhiteNoise,10021004,Rnetworkflow,425225567,4687,159
64,WhiteNoise,10021005,Rnetworkflow,377729882,3592,161
64,WhiteNoise,10021006,Rnetworkflow,319604426,4208,163
64,WhiteNoise,10021007,Rnetworkflow,495691735,4112,160
64,WhiteNoise,10021008,Rnetworkflow,453944929,5383,161
64,WhiteNoise,10021009,Rnetworkflow,456957989,5135,159
64,WhiteNoise,10021010,Rnetworkflow,448651719,3370,162
64,WhiteNoise,10031001,Rnetworkflow,320143335,3860,160
64,WhiteNoise,10031002,Rnetworkflow,386857778,4328,159
64,WhiteNoise,10031004,Rnetworkflow,339103207,4260,158
64,WhiteNoise,10031005,Rnetworkflow,367917114,3945,161
64,WhiteNoise,10031006,Rnetworkflow,394606058,4050,162
64,WhiteNoise,10031007,Rnetworkflow,577195541,5489,159
64,WhiteNoise,10031008,Rnetworkflow,443428975,3916,161
64,WhiteNoise,10031009,Rnetworkflow,397267661,4779,161
64,WhiteNoise,10031010,Rnetworkflow,462520685,3281,162
64,WhiteNoise,10041005,Rnetworkflow,380175567,4247,161
64,WhiteNoise,10041006,Rnetworkflow,367474939,3950,163
64,WhiteNoise,10041007,Rnetworkflow,512204036,3437,160
64,WhiteNoise,10041008,Rnetworkflow,349815104,2991,159
64,WhiteNoise,10041009,Rnetworkflow,320756358,3917,160
64,WhiteNoise,10041010,Rnetworkflow,409098194,3541,164
64,WhiteNoise,10051006,Rnetworkflow,346480252,3316,159
64,WhiteNoise,10051007,Rnetworkflow,410829851,4424,159
64,WhiteNoise,10051008,Rnetworkflow,402320215,3552,163
